Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-21 09:30:00-05:00,453.1842041015625,453.32000732421875,452.95001220703125,453.17999267578125,453.17999267578125,1947745
2023-11-21 09:35:00-05:00,453.19000244140625,453.2300109863281,452.84100341796875,452.9949951171875,452.9949951171875,810583
2023-11-21 09:40:00-05:00,453.0,453.2200012207031,452.9200134277344,452.9580078125,452.9580078125,737436
2023-11-21 09:45:00-05:00,452.80499267578125,452.9700012207031,452.7099914550781,452.86761474609375,452.86761474609375,680832
2023-11-21 09:50:00-05:00,452.8699951171875,453.1499938964844,452.82501220703125,453.1099853515625,453.1099853515625,626814
2023-11-21 09:55:00-05:00,453.1099853515625,453.1099853515625,452.7200012207031,452.82000732421875,452.82000732421875,736652
2023-11-21 10:00:00-05:00,452.82000732421875,453.1199951171875,452.7301940917969,452.9200134277344,452.9200134277344,784203
2023-11-21 10:05:00-05:00,452.9100036621094,453.17498779296875,452.8299865722656,453.0899963378906,453.0899963378906,622674
2023-11-21 10:10:00-05:00,453.0799865722656,453.0799865722656,452.82000732421875,452.92498779296875,452.92498779296875,607312
2023-11-21 10:15:00-05:00,452.9100036621094,453.110107421875,452.8399963378906,453.110107421875,453.110107421875,689519
2023-11-21 10:20:00-05:00,453.1099853515625,453.1099853515625,452.4700012207031,452.4750061035156,452.4750061035156,960202
2023-11-21 10:25:00-05:00,452.4800109863281,452.57000732421875,452.0400085449219,452.1499938964844,452.1499938964844,993709
2023-11-21 10:30:00-05:00,452.1600036621094,452.198486328125,451.95989990234375,452.0899963378906,452.0899963378906,816064
2023-11-21 10:35:00-05:00,452.0849914550781,452.44000244140625,452.0199890136719,452.05999755859375,452.05999755859375,744035
2023-11-21 10:40:00-05:00,452.05999755859375,452.42999267578125,452.04998779296875,452.3399963378906,452.3399963378906,1100153
2023-11-21 10:45:00-05:00,452.3399963378906,452.6000061035156,452.3179016113281,452.54998779296875,452.54998779296875,562049
2023-11-21 10:50:00-05:00,452.54998779296875,452.6199951171875,452.3599853515625,452.55499267578125,452.55499267578125,440131
2023-11-21 10:55:00-05:00,452.54998779296875,452.760009765625,452.3800048828125,452.67999267578125,452.67999267578125,715413
2023-11-21 11:00:00-05:00,452.67999267578125,452.7900085449219,452.6531982421875,452.7650146484375,452.7650146484375,468734
2023-11-21 11:05:00-05:00,452.760009765625,452.7701110839844,452.4700012207031,452.67120361328125,452.67120361328125,502248
2023-11-21 11:10:00-05:00,452.67498779296875,452.7099914550781,452.32000732421875,452.4309997558594,452.4309997558594,652558
2023-11-21 11:15:00-05:00,452.42999267578125,452.5899963378906,452.31500244140625,452.35089111328125,452.35089111328125,528859
2023-11-21 11:20:00-05:00,452.3599853515625,452.55499267578125,452.30999755859375,452.510009765625,452.510009765625,485451
2023-11-21 11:25:00-05:00,452.510009765625,452.6000061035156,452.3324890136719,452.5,452.5,533193
2023-11-21 11:30:00-05:00,452.4901123046875,452.6700134277344,452.3800048828125,452.6289978027344,452.6289978027344,496766
2023-11-21 11:35:00-05:00,452.6199951171875,452.6499938964844,452.4599914550781,452.4606018066406,452.4606018066406,357773
2023-11-21 11:40:00-05:00,452.4599914550781,452.510009765625,452.2200012207031,452.42730712890625,452.42730712890625,360538
2023-11-21 11:45:00-05:00,452.4200134277344,452.7300109863281,452.385009765625,452.718994140625,452.718994140625,338753
2023-11-21 11:50:00-05:00,452.760009765625,452.9100036621094,452.67999267578125,452.8500061035156,452.8500061035156,504758
2023-11-21 11:55:00-05:00,452.8500061035156,452.9100036621094,452.7200012207031,452.885009765625,452.885009765625,356036
2023-11-21 12:00:00-05:00,452.8900146484375,452.9200134277344,452.7598876953125,452.8599853515625,452.8599853515625,366121
2023-11-21 12:05:00-05:00,452.8500061035156,452.94000244140625,452.760009765625,452.8999938964844,452.8999938964844,321136
2023-11-21 12:10:00-05:00,452.8999938964844,453.05999755859375,452.8500061035156,453.0010070800781,453.0010070800781,321479
2023-11-21 12:15:00-05:00,453.0,453.07000732421875,452.8599853515625,452.94000244140625,452.94000244140625,351370
2023-11-21 12:20:00-05:00,452.95001220703125,453.07000732421875,452.864990234375,453.0450134277344,453.0450134277344,569136
2023-11-21 12:25:00-05:00,453.0450134277344,453.20001220703125,453.010009765625,453.1300048828125,453.1300048828125,372345
2023-11-21 12:30:00-05:00,453.1337890625,453.2749938964844,453.1300048828125,453.20001220703125,453.20001220703125,447787
2023-11-21 12:35:00-05:00,453.20001220703125,453.2900085449219,453.0849914550781,453.260009765625,453.260009765625,411446
2023-11-21 12:40:00-05:00,453.2598876953125,453.29998779296875,453.1600036621094,453.239990234375,453.239990234375,333778
