Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-21 09:30:00-05:00,191.41000366210938,191.52000427246094,190.9199981689453,191.2100067138672,191.2100067138672,2149848
2023-11-21 09:35:00-05:00,191.22000122070312,191.2899932861328,190.91799926757812,190.9199981689453,190.9199981689453,739058
2023-11-21 09:40:00-05:00,190.92709350585938,191.02000427246094,190.67999267578125,190.76499938964844,190.76499938964844,575556
2023-11-21 09:45:00-05:00,190.75999450683594,190.95640563964844,190.4949951171875,190.9199981689453,190.9199981689453,876231
2023-11-21 09:50:00-05:00,190.9199981689453,191.1300048828125,190.8350067138672,191.0211944580078,191.0211944580078,703345
2023-11-21 09:55:00-05:00,191.02000427246094,191.02879333496094,190.75999450683594,190.82000732421875,190.82000732421875,545000
2023-11-21 10:00:00-05:00,190.8350067138672,191.0399932861328,190.80499267578125,190.85740661621094,190.85740661621094,653408
2023-11-21 10:05:00-05:00,190.85000610351562,191.02499389648438,190.80999755859375,190.88999938964844,190.88999938964844,488612
2023-11-21 10:10:00-05:00,190.8800048828125,190.9499969482422,190.6999969482422,190.83999633789062,190.83999633789062,542997
2023-11-21 10:15:00-05:00,190.83999633789062,191.0800018310547,190.77459716796875,191.07029724121094,191.07029724121094,473845
2023-11-21 10:20:00-05:00,191.0749969482422,191.0791015625,190.52000427246094,190.5279998779297,190.5279998779297,608029
2023-11-21 10:25:00-05:00,190.52999877929688,190.58990478515625,190.27000427246094,190.34750366210938,190.34750366210938,636837
2023-11-21 10:30:00-05:00,190.35000610351562,190.42999267578125,190.1699981689453,190.19000244140625,190.19000244140625,1020151
2023-11-21 10:35:00-05:00,190.1927947998047,190.38999938964844,190.1636962890625,190.24000549316406,190.24000549316406,546726
2023-11-21 10:40:00-05:00,190.23489379882812,190.47000122070312,190.16000366210938,190.4199981689453,190.4199981689453,422342
2023-11-21 10:45:00-05:00,190.4250030517578,190.4499053955078,190.12319946289062,190.2949981689453,190.2949981689453,538542
2023-11-21 10:50:00-05:00,190.2949981689453,190.3249969482422,190.07000732421875,190.2899932861328,190.2899932861328,447289
2023-11-21 10:55:00-05:00,190.2899932861328,190.32000732421875,190.1300048828125,190.24749755859375,190.24749755859375,318934
2023-11-21 11:00:00-05:00,190.25,190.2899932861328,190.02999877929688,190.10499572753906,190.10499572753906,395172
2023-11-21 11:05:00-05:00,190.10000610351562,190.15499877929688,189.88999938964844,189.97000122070312,189.97000122070312,505148
2023-11-21 11:10:00-05:00,189.97500610351562,190.06500244140625,189.74000549316406,189.84230041503906,189.84230041503906,423734
